elec_date,county_name,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,12,12,10,BEN CARSON,REP,0,6,93,99
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,12,12,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,12,12,12,JOHN R. KASICH,REP,2,2,32,36
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,35,35,1,MICHAEL A. STEINBERG,DEM,3,4,60,67
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,35,35,2,BERNIE SANDERS,DEM,25,115,2651,2791
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,35,35,3,KEITH JUDD,DEM,0,0,74,74
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,35,35,4,HILLARY CLINTON,DEM,45,123,2135,2303
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,35,35,5,ROQUE ROCKY DE LA FUENTE,DEM,0,2,42,44
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,35,35,6,MARTIN J. O'MALLEY,DEM,1,6,138,145
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,35,35,7,STAR LOCKE,DEM,2,3,52,57
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,35,35,1,DONALD J. TRUMP,REP,57,186,3085,3328
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,35,35,2,RAND PAUL,REP,2,0,35,37
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,35,35,3,CARLY FIORINA,REP,2,0,9,11
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,35,35,4,MARCO RUBIO,REP,20,121,1994,2135
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,35,35,5,RICK SANTORUM,REP,0,0,3,3
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,35,35,6,TED CRUZ,REP,48,165,3602,3815
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,35,35,7,JEB BUSH,REP,2,0,35,37
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,35,35,8,CHRIS CHRISTIE,REP,3,0,10,13
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,35,35,9,MIKE HUCKABEE,REP,2,2,26,30
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,35,35,10,BEN CARSON,REP,9,20,605,634
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,35,35,11,LINDSEY GRAHAM,REP,0,0,6,6
03/01/2016,CREEK,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,35,35,12,JOHN R. KASICH,REP,4,21,223,248
03/01/2016,CREEK,CITY OF SAPULPA,41901,"FOR WARD TWO, SEAT TWO  CITY OF SAPULPA",,11,11,1,JOHN T ANDERSON,,1,29,222,252
03/01/2016,CREEK,CITY OF SAPULPA,41901,"FOR WARD TWO, SEAT TWO  CITY OF SAPULPA",,11,11,2,B.C. JONES,,3,10,156,169
03/01/2016,CREEK,CITY OF SAPULPA,41901,"FOR WARD TWO, SEAT TWO  CITY OF SAPULPA",,11,11,3,SHELLEY D. CRAYTON,,3,13,112,128
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,13,13,1,MICHAEL A. STEINBERG,DEM,1,1,27,29
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,13,13,2,BERNIE SANDERS,DEM,17,31,1227,1275
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,13,13,3,KEITH JUDD,DEM,0,3,58,61
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,13,13,4,HILLARY CLINTON,DEM,16,26,709,751
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,13,13,5,ROQUE ROCKY DE LA FUENTE,DEM,0,0,23,23
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,13,13,6,MARTIN J. O'MALLEY,DEM,2,5,64,71
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,13,13,7,STAR LOCKE,DEM,0,0,23,23
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,13,13,1,DONALD J. TRUMP,REP,21,29,727,777
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,13,13,2,RAND PAUL,REP,2,0,11,13
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,13,13,3,CARLY FIORINA,REP,0,0,2,2
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,13,13,4,MARCO RUBIO,REP,15,23,833,871
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,13,13,5,RICK SANTORUM,REP,0,0,5,5
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,13,13,6,TED CRUZ,REP,22,47,1423,1492
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,13,13,7,JEB BUSH,REP,1,0,18,19
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,13,13,8,CHRIS CHRISTIE,REP,0,0,2,2
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,13,13,9,MIKE HUCKABEE,REP,1,0,5,6
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,13,13,10,BEN CARSON,REP,5,11,230,246
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,13,13,11,LINDSEY GRAHAM,REP,0,0,1,1
03/01/2016,CUSTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,13,13,12,JOHN R. KASICH,REP,1,5,72,78
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,22,22,1,MICHAEL A. STEINBERG,DEM,4,2,49,55
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,22,22,2,BERNIE SANDERS,DEM,42,66,1668,1776
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,22,22,3,KEITH JUDD,DEM,7,4,61,72
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,22,22,4,HILLARY CLINTON,DEM,51,65,1332,1448
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,22,22,5,ROQUE ROCKY DE LA FUENTE,DEM,1,0,33,34
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,22,22,6,MARTIN J. O'MALLEY,DEM,3,6,79,88
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,22,22,7,STAR LOCKE,DEM,5,1,37,43
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,22,22,1,DONALD J. TRUMP,REP,74,65,1588,1727
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,22,22,2,RAND PAUL,REP,2,0,3,5
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,22,22,3,CARLY FIORINA,REP,1,0,4,5
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,22,22,4,MARCO RUBIO,REP,33,41,997,1071
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,22,22,5,RICK SANTORUM,REP,0,1,3,4
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,22,22,6,TED CRUZ,REP,38,28,1301,1367
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,22,22,7,JEB BUSH,REP,4,1,14,19
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,22,22,8,CHRIS CHRISTIE,REP,1,0,2,3
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,22,22,9,MIKE HUCKABEE,REP,5,0,25,30
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,22,22,10,BEN CARSON,REP,6,6,300,312
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,22,22,11,LINDSEY GRAHAM,REP,0,0,3,3
03/01/2016,DELAWARE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,22,22,12,JOHN R. KASICH,REP,9,8,112,129
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,1,MICHAEL A. STEINBERG,DEM,0,0,9,9
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,2,BERNIE SANDERS,DEM,9,7,254,270
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,3,KEITH JUDD,DEM,0,0,17,17
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,4,HILLARY CLINTON,DEM,5,0,129,134
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,5,ROQUE ROCKY DE LA FUENTE,DEM,1,0,10,11
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,6,MARTIN J. O'MALLEY,DEM,0,2,33,35
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,7,STAR LOCKE,DEM,0,0,11,11
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,1,DONALD J. TRUMP,REP,9,9,241,259
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,2,RAND PAUL,REP,0,0,1,1
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,3,CARLY FIORINA,REP,0,0,0,0
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,4,MARCO RUBIO,REP,0,7,118,125
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,5,RICK SANTORUM,REP,0,0,0,0
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,6,TED CRUZ,REP,9,16,338,363
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,7,JEB BUSH,REP,0,0,4,4
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,8,CHRIS CHRISTIE,REP,0,0,2,2
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,9,MIKE HUCKABEE,REP,1,0,4,5
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,10,BEN CARSON,REP,1,4,84,89
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,DEWEY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,12,JOHN R. KASICH,REP,0,0,6,6
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,1,MICHAEL A. STEINBERG,DEM,0,0,6,6
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,2,BERNIE SANDERS,DEM,7,10,176,193
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,3,KEITH JUDD,DEM,1,0,4,5
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,4,HILLARY CLINTON,DEM,5,3,62,70
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,5,ROQUE ROCKY DE LA FUENTE,DEM,0,0,3,3
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,6,MARTIN J. O'MALLEY,DEM,0,0,15,15
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,7,STAR LOCKE,DEM,0,1,8,9
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,1,DONALD J. TRUMP,REP,11,14,219,244
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,2,RAND PAUL,REP,0,0,1,1
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,3,CARLY FIORINA,REP,0,0,1,1
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,4,MARCO RUBIO,REP,2,7,175,184
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,5,RICK SANTORUM,REP,0,0,0,0
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,6,TED CRUZ,REP,5,20,325,350
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,7,JEB BUSH,REP,2,0,4,6
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,8,CHRIS CHRISTIE,REP,2,0,1,3
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,9,MIKE HUCKABEE,REP,1,0,5,6
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,10,BEN CARSON,REP,1,2,55,58
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,ELLIS,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,12,JOHN R. KASICH,REP,0,2,25,27
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,30,30,1,MICHAEL A. STEINBERG,DEM,1,2,43,46
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,30,30,2,BERNIE SANDERS,DEM,32,99,1640,1771
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,30,30,3,KEITH JUDD,DEM,1,0,33,34
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,30,30,4,HILLARY CLINTON,DEM,35,107,1261,1403
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,30,30,5,ROQUE ROCKY DE LA FUENTE,DEM,0,0,26,26
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,30,30,6,MARTIN J. O'MALLEY,DEM,2,6,68,76
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,30,30,7,STAR LOCKE,DEM,1,0,36,37
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,30,30,1,DONALD J. TRUMP,REP,66,205,2471,2742
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,30,30,2,RAND PAUL,REP,2,0,21,23
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,30,30,3,CARLY FIORINA,REP,2,0,12,14
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,30,30,4,MARCO RUBIO,REP,56,125,2364,2545
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,30,30,5,RICK SANTORUM,REP,0,0,7,7
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,30,30,6,TED CRUZ,REP,49,101,2648,2798
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,30,30,7,JEB BUSH,REP,17,2,54,73
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,30,30,8,CHRIS CHRISTIE,REP,3,1,10,14
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,30,30,9,MIKE HUCKABEE,REP,4,3,31,38
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,30,30,10,BEN CARSON,REP,17,25,505,547
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,30,30,11,LINDSEY GRAHAM,REP,0,0,3,3
03/01/2016,GARFIELD,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,30,30,12,JOHN R. KASICH,REP,11,23,270,304
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,17,17,1,MICHAEL A. STEINBERG,DEM,2,2,61,65
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,17,17,2,BERNIE SANDERS,DEM,18,51,1437,1506
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,17,17,3,KEITH JUDD,DEM,0,3,93,96
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,17,17,4,HILLARY CLINTON,DEM,17,44,849,910
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,17,17,5,ROQUE ROCKY DE LA FUENTE,DEM,0,0,48,48
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,17,17,6,MARTIN J. O'MALLEY,DEM,6,1,100,107
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,17,17,7,STAR LOCKE,DEM,1,4,45,50
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,1,DONALD J. TRUMP,REP,16,67,817,900
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,2,RAND PAUL,REP,1,2,6,9
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,3,CARLY FIORINA,REP,0,0,2,2
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,4,MARCO RUBIO,REP,4,26,392,422
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,5,RICK SANTORUM,REP,0,0,1,1
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,6,TED CRUZ,REP,12,52,967,1031
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,7,JEB BUSH,REP,3,0,14,17
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,8,CHRIS CHRISTIE,REP,1,0,1,2
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,9,MIKE HUCKABEE,REP,1,1,12,14
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,10,BEN CARSON,REP,3,6,171,180
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,GARVIN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,12,JOHN R. KASICH,REP,3,5,36,44
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,28,28,1,MICHAEL A. STEINBERG,DEM,5,9,74,88
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,28,28,2,BERNIE SANDERS,DEM,56,84,2539,2679
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,28,28,3,KEITH JUDD,DEM,1,2,89,92
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,28,28,4,HILLARY CLINTON,DEM,65,73,1491,1629
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,28,28,5,ROQUE ROCKY DE LA FUENTE,DEM,1,0,56,57
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,28,28,6,MARTIN J. O'MALLEY,DEM,6,9,137,152
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,28,28,7,STAR LOCKE,DEM,3,4,60,67
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,1,DONALD J. TRUMP,REP,76,117,2082,2275
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,2,RAND PAUL,REP,1,3,23,27
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,3,CARLY FIORINA,REP,0,0,7,7
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,4,MARCO RUBIO,REP,42,94,1523,1659
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,5,RICK SANTORUM,REP,1,0,8,9
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,6,TED CRUZ,REP,47,120,2853,3020
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,7,JEB BUSH,REP,6,3,27,36
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,8,CHRIS CHRISTIE,REP,3,0,5,8
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,9,MIKE HUCKABEE,REP,1,1,16,18
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,10,BEN CARSON,REP,15,28,400,443
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,11,LINDSEY GRAHAM,REP,0,0,1,1
03/01/2016,GRADY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,12,JOHN R. KASICH,REP,2,18,140,160
03/01/2016,GRADY,CITY OF CHICKASHA,42601,FOR MAYOR  CITY OF CHICKASHA,,13,13,1,MICHAEL CHAMBON,,16,7,118,141
03/01/2016,GRADY,CITY OF CHICKASHA,42601,FOR MAYOR  CITY OF CHICKASHA,,13,13,2,TOM ROSE,,23,122,1303,1448
03/01/2016,GRADY,CITY OF CHICKASHA,42601,FOR MAYOR  CITY OF CHICKASHA,,13,13,3,HANK ROSS,,40,137,1467,1644
03/01/2016,GRADY,CITY OF CHICKASHA,42602,FOR COUNCILMEMBER WARD 1 POSITION 2  CITY OF CHICKASHA,,13,13,1,JOE GREEN,,30,62,603,695
03/01/2016,GRADY,CITY OF CHICKASHA,42602,FOR COUNCILMEMBER WARD 1 POSITION 2  CITY OF CHICKASHA,,13,13,2,MARK KEELING,,11,94,948,1053
03/01/2016,GRADY,CITY OF CHICKASHA,42602,FOR COUNCILMEMBER WARD 1 POSITION 2  CITY OF CHICKASHA,,13,13,3,LARRY WASSON,,5,16,251,272
03/01/2016,GRADY,CITY OF CHICKASHA,42602,FOR COUNCILMEMBER WARD 1 POSITION 2  CITY OF CHICKASHA,,13,13,4,JERRY PITTMAN,,28,86,978,1092
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,1,MICHAEL A. STEINBERG,DEM,0,3,9,12
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,2,BERNIE SANDERS,DEM,1,8,215,224
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,3,KEITH JUDD,DEM,1,0,5,6
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,4,HILLARY CLINTON,DEM,4,9,112,125
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,5,ROQUE ROCKY DE LA FUENTE,DEM,0,0,4,4
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,6,MARTIN J. O'MALLEY,DEM,0,0,14,14
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,7,STAR LOCKE,DEM,0,1,6,7
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,1,DONALD J. TRUMP,REP,9,15,309,333
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,2,RAND PAUL,REP,0,0,4,4
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,3,CARLY FIORINA,REP,1,0,0,1
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,4,MARCO RUBIO,REP,1,5,229,235
